ticker,0
LPB,11
VIB,10
BCM,8
GVR,6
DGC,6
ACB,5
SHB,3
TPB,2
VHM,1
VIC,1
VJC,1
VCB,1
VNM,1
FPT,1
VRE,1
VPB,1
HPG,1
HDB,1
SSI,0
STB,0
TCB,0
SAB,0
MSN,0
MBB,0
PLX,0
CTG,0
GAS,0
BID,0
MWG,0
